,count,mean,std,min,25%,50%,75%,max
300,71,-16037.7465,4555.7457,-22028.0,-18368.0,-16264.0,-14998.0,7172.0
301,71,-15954.1972,4547.1079,-22028.0,-18302.0,-16264.0,-14976.0,7172.0
302,71,-15847.493,4530.4865,-22028.0,-17942.0,-16156.0,-14954.0,7172.0
303,72,-15777.0,4494.1134,-22028.0,-17940.0,-16020.0,-14782.0,7172.0
304,72,-15693.0,4502.817,-22028.0,-17940.0,-16020.0,-14782.0,7172.0
305,72,-15605.0,4499.8535,-22028.0,-17682.0,-15942.0,-14782.0,7172.0
306,72,-15481.6667,4488.3043,-22028.0,-17152.0,-15798.0,-14174.0,7172.0
307,72,-15398.5556,4489.2497,-22028.0,-16936.0,-15742.0,-14160.0,7172.0
308,72,-15330.7778,4488.103,-22028.0,-16936.0,-15594.0,-13941.0,7172.0
309,72,-15237.0556,4469.8174,-22028.0,-16872.0,-15550.0,-13895.0,7172.0
310,72,-15157.2778,4447.03,-22028.0,-16872.0,-15510.0,-13877.0,7172.0
311,72,-15040.2222,4424.1249,-22028.0,-16872.0,-15200.0,-13877.0,7172.0
312,72,-14957.2222,4419.2047,-22028.0,-16545.0,-15200.0,-13802.0,7172.0
313,72,-14866.3333,4409.0969,-22028.0,-16218.0,-15200.0,-13588.0,7172.0
314,72,-14760.1667,4367.5267,-22028.0,-16145.0,-15188.0,-13588.0,7172.0
315,73,-14771.4521,4390.8917,-22028.0,-16520.0,-15188.0,-13588.0,7172.0
316,73,-14688.0,4381.7278,-22028.0,-16020.0,-14932.0,-13588.0,7172.0
317,73,-14563.5616,4357.1661,-22028.0,-16020.0,-14932.0,-13288.0,7172.0
318,73,-14474.0274,4332.0999,-22028.0,-15732.0,-14744.0,-13232.0,7172.0
319,73,-14362.7397,4301.1918,-22028.0,-15656.0,-14544.0,-13132.0,7172.0
320,73,-14271.6164,4293.3751,-22028.0,-15656.0,-14368.0,-12888.0,7172.0
321,73,-14188.5479,4282.7929,-22028.0,-15656.0,-14368.0,-12888.0,7172.0
322,73,-14108.9315,4291.8948,-22028.0,-15656.0,-14076.0,-12844.0,7172.0
323,73,-13995.2329,4294.9693,-22028.0,-15656.0,-13588.0,-12832.0,7172.0
324,73,-13901.9178,4285.9851,-22028.0,-15656.0,-13588.0,-12832.0,7172.0
325,73,-13808.4932,4288.0972,-22028.0,-15632.0,-13588.0,-12744.0,7172.0
326,73,-13694.0822,4270.3989,-22028.0,-15632.0,-13500.0,-12644.0,7172.0
327,73,-13633.0411,4273.4236,-22028.0,-15432.0,-13188.0,-12600.0,7172.0
328,73,-13526.411,4266.7218,-22028.0,-15432.0,-13188.0,-12244.0,7172.0
329,73,-13428.5479,4245.2856,-22028.0,-15432.0,-13044.0,-12132.0,7172.0
330,73,-13344.8767,4218.1424,-22028.0,-15276.0,-13000.0,-12132.0,7172.0
331,74,-13373.8919,4292.2628,-22028.0,-15402.0,-12988.0,-12014.0,7172.0
332,74,-13261.3514,4279.5296,-22028.0,-15271.0,-12816.0,-11991.0,7172.0
333,75,-13233.5467,4268.3146,-22028.0,-15154.0,-12988.0,-11888.0,7172.0
334,75,-13144.3733,4256.8068,-22028.0,-15076.0,-12532.0,-11882.0,7172.0
335,75,-13030.08,4244.2421,-22028.0,-14554.0,-12500.0,-11866.0,7172.0
336,75,-12953.9733,4228.5195,-22028.0,-14554.0,-12444.0,-11644.0,7172.0
337,75,-12869.2267,4216.5681,-22028.0,-14532.0,-12344.0,-11516.0,7172.0
338,75,-12786.6667,4196.9832,-22028.0,-14498.0,-12344.0,-11488.0,7172.0
339,75,-12671.52,4186.7389,-22028.0,-14498.0,-12344.0,-11366.0,7172.0
340,75,-12586.72,4170.4411,-22028.0,-14460.0,-12144.0,-11288.0,7172.0
341,75,-12493.0133,4156.9138,-22028.0,-14354.0,-11876.0,-11288.0,7172.0
342,75,-12421.6533,4159.742,-22028.0,-14354.0,-11788.0,-11272.0,7172.0
343,75,-12324.4267,4132.7671,-22028.0,-14354.0,-11788.0,-11272.0,7172.0
344,75,-12239.2533,4115.2655,-22028.0,-14332.0,-11644.0,-11082.0,7172.0
345,75,-12168.9067,4124.2411,-22028.0,-14216.0,-11644.0,-10772.0,7172.0
346,75,-12074.4,4128.5559,-22028.0,-14216.0,-11644.0,-10450.0,7172.0
347,75,-12000.8533,4141.5115,-22028.0,-14188.0,-11644.0,-10272.0,7172.0
348,75,-11896.5333,4119.6843,-22028.0,-14188.0,-11488.0,-10244.0,7172.0
349,76,-11586.0526,4636.4594,-22028.0,-14056.0,-11488.0,-10144.0,7172.0
350,76,-11520.8947,4623.5991,-22028.0,-13727.0,-11416.0,-10133.0,7172.0
351,76,-11441.4737,4617.8452,-22028.0,-13646.0,-11294.0,-10100.0,7172.0
352,76,-11360.3684,4620.6501,-22028.0,-13463.0,-11244.0,-10033.0,7172.0
353,76,-11264.6842,4627.4877,-22028.0,-13313.0,-11116.0,-10000.0,7172.0
354,76,-11173.6316,4620.5564,-22028.0,-13204.0,-11116.0,-9786.0,7172.0
355,76,-11077.6316,4613.1997,-22028.0,-13170.0,-11044.0,-9600.0,7172.0
356,76,-11019.4737,4598.2877,-22028.0,-13066.0,-11044.0,-9600.0,7172.0
357,76,-10965.3158,4595.2101,-22028.0,-13035.0,-11044.0,-9500.0,7172.0
358,76,-10898.3684,4586.9357,-22028.0,-13035.0,-10944.0,-9400.0,7172.0
359,76,-10824.2105,4570.4501,-22028.0,-12813.0,-10944.0,-9400.0,7172.0
360,76,-10750.6842,4568.1923,-22028.0,-12554.0,-10944.0,-9400.0,7172.0
361,76,-10664.4737,4556.4623,-22028.0,-12246.0,-10844.0,-9400.0,7172.0
362,76,-10617.5789,4551.8424,-22028.0,-12246.0,-10844.0,-9389.0,7172.0
363,76,-10549.3158,4536.8962,-22028.0,-12082.0,-10494.0,-9389.0,7172.0
364,76,-10480.4737,4526.2288,-22028.0,-11999.0,-10444.0,-9356.0,7172.0
365,76,-10413.8421,4505.4218,-22028.0,-11913.0,-10444.0,-9356.0,7172.0
366,77,-10525.6104,4670.4639,-22028.0,-11988.0,-10444.0,-9256.0,7172.0
367,77,-10460.987,4653.6677,-22028.0,-11544.0,-10444.0,-9256.0,7172.0
368,77,-10400.987,4646.1727,-22028.0,-10944.0,-9500.0,-9256.0,7172.0
369,77,-10329.9221,4644.0812,-22028.0,-10944.0,-9400.0,-9256.0,7172.0
370,77,-10262.2857,4643.5948,-22028.0,-10944.0,-9400.0,-9256.0,7172.0
371,77,-10181.8182,4637.3806,-22028.0,-10944.0,-9400.0,-9256.0,7172.0
372,77,-10126.1299,4638.6341,-22028.0,-10944.0,-9356.0,-9256.0,7172.0
373,77,-10043.3247,4638.8966,-22028.0,-10544.0,-9300.0,-9256.0,7172.0
374,77,-9985.3506,4640.2836,-22028.0,-10544.0,-9256.0,-9256.0,7172.0
375,77,-9905.8701,4638.2708,-22028.0,-10244.0,-9256.0,-9256.0,7172.0
376,77,-9829.1429,4635.1986,-22028.0,-9544.0,-9256.0,-9156.0,7172.0
377,78,-9899.6923,4707.5772,-22028.0,-9858.0,-9256.0,-9056.0,7172.0
378,78,-9863.9487,4708.7033,-22028.0,-9847.0,-9256.0,-9056.0,7172.0
379,78,-9837.4359,4711.07,-22028.0,-9847.0,-9256.0,-9056.0,7172.0
380,160,-10456.75,5063.0197,-22028.0,-12320.0,-12220.0,-9056.0,8128.0
381,161,-10340.2236,5259.2848,-22028.0,-12320.0,-12220.0,-9056.0,8304.0
