generation,continent,pool
142,1,-22028*1 -20240*1 -19472*1 -19240*1 -19028*1 -18996*1 -18940*3 -18696*1 -17356*1 -17244*1 -17176*1 -16888*1 -16244*1 -16068*1 -15932*1 -15732*1 -15656*1 -15632*3 -15488*2 -15464*1 -15432*3 -15376*1 -15264*1 -15256*1 -15176*2 -14788*1 -14744*1 -14620*1 -14544*1 -14444*1 -14432*1 -14368*1 -14076*2 -14000*1 -13644*1 -13588*3 -13488*2 -13432*1 -13388*1 -13276*1 -13232*1 -13144*1 -13132*1 -13032*1 -12888*3 -12844*1 -12832*3 -12644*1 -12600*1 -12500*1 -12444*1 -11456*4 7172*2
143,1,-22028*1 -20240*1 -19240*1 -19028*1 -18996*1 -18940*4 -18696*1 -17244*1 -17176*1 -16888*1 -16788*1 -16244*1 -16068*1 -15932*1 -15732*1 -15656*1 -15632*3 -15464*1 -15432*3 -15376*1 -15264*1 -15256*1 -15220*1 -15176*1 -14876*1 -14856*1 -14788*1 -14544*1 -14444*1 -14368*1 -14076*1 -14056*1 -14020*1 -14000*1 -13800*1 -13588*4 -13488*2 -13432*1 -13188*1 -13144*1 -13132*1 -13032*1 -13000*1 -12888*3 -12844*1 -12832*4 -12688*1 -12644*1 -12600*1 -12500*1 -12444*1 -11456*3 -11344*1 7172*2
144,1,-22028*1 -20240*1 -18940*4 -18872*1 -18696*2 -18408*1 -17244*1 -17176*1 -16888*1 -16244*1 -16200*1 -16068*1 -15932*1 -15664*1 -15656*1 -15632*3 -15432*3 -15376*1 -15264*1 -15256*1 -15220*1 -15176*1 -14876*1 -14856*1 -14832*1 -14788*1 -14544*1 -14444*1 -14368*1 -14076*1 -14056*1 -14020*1 -13800*1 -13588*3 -13488*1 -13400*1 -13256*1 -13188*1 -13144*1 -13132*1 -13100*1 -13032*1 -13000*1 -12888*2 -12844*2 -12832*4 -12688*1 -12644*1 -12532*1 -12444*1 -12244*1 -11744*1 -11456*2 -11344*2 7172*2
145,1,-22028*1 -20240*1 -18940*4 -18872*1 -18696*1 -18408*2 -17244*1 -17176*1 -16888*1 -16244*1 -16200*1 -16044*1 -15932*1 -15664*1 -15656*1 -15632*3 -15432*2 -15376*1 -15264*1 -15256*1 -15176*1 -15000*1 -14876*2 -14856*1 -14832*1 -14788*1 -14444*1 -14076*2 -13800*1 -13732*1 -13588*3 -13500*1 -13488*1 -13256*1 -13244*1 -13188*1 -13144*1 -13100*1 -13044*1 -13032*1 -13000*1 -12888*2 -12844*2 -12832*4 -12644*1 -12532*1 -12444*1 -12400*1 -12244*2 -11700*1 -11344*3 -10856*1 7172*2
146,1,-22028*1 -20240*1 -18940*4 -18872*1 -18696*1 -18408*2 -17244*1 -16888*1 -16488*1 -15976*1 -15932*1 -15844*1 -15832*1 -15664*1 -15656*1 -15632*3 -15432*1 -15376*1 -15264*1 -15256*1 -15176*1 -15000*1 -14900*1 -14876*1 -14856*1 -14832*1 -14788*1 -14632*1 -14076*1 -13788*1 -13588*3 -13500*1 -13488*1 -13188*1 -13144*1 -13100*1 -13088*1 -13044*1 -13032*1 -12888*3 -12844*2 -12832*4 -12788*1 -12744*1 -12668*1 -12644*1 -12444*1 -12400*1 -12244*3 -11876*1 -11700*1 -11344*3 -10856*1 7172*2
147,1,-22028*1 -20240*1 -18940*3 -18872*1 -18408*3 -18240*1 -17244*1 -16888*1 -16488*1 -15832*2 -15788*1 -15764*1 -15664*1 -15656*1 -15632*2 -15432*1 -15376*1 -15256*1 -15176*1 -15132*1 -15000*1 -14944*1 -14900*1 -14856*1 -14832*1 -14632*1 -14312*1 -14188*1 -14076*1 -13588*2 -13500*1 -13488*1 -13188*1 -13144*1 -13088*1 -13044*1 -13032*1 -12944*1 -12932*1 -12888*3 -12844*2 -12832*4 -12800*1 -12788*1 -12744*1 -12644*1 -12444*1 -12244*2 -12076*1 -11888*1 -11876*1 -11732*1 -11700*1 -11344*3 -10800*1 7172*2
148,1,-22028*1 -20240*1 -18940*3 -18872*1 -18408*2 -18240*1 -17776*1 -17244*1 -16888*1 -15988*1 -15832*2 -15788*1 -15664*1 -15656*1 -15632*2 -15432*1 -15376*1 -15256*1 -15176*1 -15132*1 -15000*2 -14944*1 -14900*1 -14856*1 -14832*1 -14188*1 -14076*1 -14012*1 -13844*1 -13588*2 -13500*1 -13188*1 -13144*1 -13132*1 -13088*1 -13044*1 -13032*1 -12932*1 -12888*3 -12832*4 -12800*1 -12788*1 -12744*1 -12644*1 -12500*1 -12344*1 -12276*1 -12244*2 -11888*1 -11876*1 -11732*1 -11488*1 -11388*1 -11376*1 -11344*3 -10800*1 7172*2
149,1,-22028*1 -20240*1 -18940*2 -18872*1 -18408*2 -17776*1 -17552*1 -17244*2 -16888*1 -15900*1 -15832*2 -15664*1 -15656*1 -15632*2 -15432*1 -15376*1 -15256*1 -15232*1 -15176*1 -15132*1 -15000*2 -14900*1 -14856*1 -14832*1 -14076*1 -13944*1 -13732*2 -13588*2 -13500*1 -13276*1 -13188*1 -13144*1 -13132*1 -13088*1 -13044*1 -13032*1 -12888*3 -12832*4 -12800*1 -12788*1 -12744*1 -12644*1 -12500*1 -12276*1 -12244*2 -12176*1 -12132*1 -11888*1 -11876*1 -11544*1 -11488*1 -11344*2 -10800*2 -10744*1 -10700*1 7172*2
150,1,-22028*1 -20240*1 -18940*2 -18872*1 -18408*2 -17776*1 -17552*1 -17244*1 -16888*2 -15832*2 -15664*1 -15632*2 -15444*1 -15432*1 -15376*1 -15256*1 -15232*1 -15176*1 -15132*1 -15064*1 -15000*2 -14900*1 -14856*1 -14832*1 -13944*1 -13788*1 -13732*2 -13588*2 -13188*1 -13144*1 -13132*1 -13044*1 -13032*1 -12988*2 -12888*3 -12876*1 -12832*2 -12800*1 -12788*2 -12744*1 -12644*1 -12600*1 -12500*1 -12244*2 -12176*1 -12132*1 -11888*1 -11876*1 -11700*1 -11488*2 -11344*1 -10744*1 -10700*4 7172*2
151,1,-22028*1 -20240*1 -18940*2 -18408*2 -17988*1 -17776*1 -17552*1 -17244*1 -16476*1 -16376*1 -15832*2 -15664*1 -15632*2 -15444*1 -15432*1 -15376*1 -15256*1 -15232*1 -15132*1 -15064*1 -15000*1 -14976*1 -14900*1 -14856*1 -14832*1 -14432*1 -13732*2 -13644*1 -13588*2 -13188*2 -13144*1 -13044*1 -13032*1 -12988*3 -12888*2 -12832*2 -12788*1 -12644*1 -12600*1 -12500*1 -12488*1 -12444*1 -12300*1 -12244*1 -12176*1 -12144*1 -12132*1 -11988*1 -11888*1 -11876*1 -11700*1 -11500*1 -11488*2 -10700*6 7172*2
152,1,-22028*1 -19588*1 -18940*1 -18408*2 -18232*1 -17988*1 -17776*1 -17552*1 -17144*1 -16476*1 -15832*3 -15632*2 -15512*1 -15444*1 -15432*1 -15276*1 -15256*1 -15232*1 -15132*1 -15064*1 -14976*1 -14900*1 -14856*1 -14832*1 -14432*2 -13732*2 -13644*1 -13588*1 -13188*2 -13044*1 -13032*1 -12988*4 -12888*1 -12776*1 -12644*1 -12600*2 -12500*1 -12488*1 -12444*1 -12300*1 -12244*1 -12188*1 -12144*1 -12132*1 -12000*1 -11988*1 -11888*1 -11876*1 -11832*1 -11700*1 -11644*1 -11500*1 -11488*2 -10700*5 -10600*1 7172*2
153,1,-22028*1 -19052*1 -18732*1 -18408*2 -17988*1 -17552*1 -17432*1 -17408*1 -17144*1 -16476*1 -15832*3 -15632*2 -15512*1 -15444*1 -15276*1 -15256*1 -15232*1 -15200*1 -15064*1 -14976*1 -14900*1 -14832*1 -14812*1 -14432*2 -14400*1 -13732*2 -13644*1 -13288*1 -13188*1 -13032*1 -13000*1 -12988*2 -12732*1 -12644*3 -12600*1 -12500*1 -12488*1 -12444*1 -12432*1 -12400*1 -12300*1 -12276*1 -12244*1 -12188*1 -12144*1 -12132*1 -12000*1 -11988*1 -11888*1 -11876*1 -11700*1 -11644*1 -11500*1 -11488*3 -10700*3 -10600*3 7172*2
154,1,-22028*2 -19052*1 -18408*2 -18132*1 -17988*1 -17540*1 -17432*1 -17408*1 -16688*1 -15832*4 -15632*2 -15512*1 -15444*1 -15276*1 -15256*1 -15232*1 -15064*1 -14944*1 -14900*1 -14832*1 -14532*1 -14432*2 -14344*1 -14044*1 -13732*1 -13644*1 -13288*1 -13188*1 -13032*1 -12988*2 -12888*1 -12644*2 -12600*1 -12532*1 -12488*1 -12444*2 -12432*1 -12400*1 -12300*1 -12244*1 -12188*2 -12144*1 -12132*1 -12056*1 -12000*1 -11988*1 -11888*2 -11876*1 -11700*1 -11644*1 -11488*3 -11088*1 -10700*3 -10600*3 7172*2
155,1,-22028*2 -19052*1 -18408*2 -18132*1 -17540*1 -17432*1 -17408*1 -16932*1 -16208*1 -15832*4 -15632*2 -15512*1 -15276*1 -15256*1 -15232*1 -14944*1 -14832*1 -14644*1 -14532*1 -14432*2 -14376*1 -14344*1 -14120*1 -14044*1 -13732*1 -13288*1 -13188*1 -13032*1 -12988*2 -12644*1 -12600*1 -12532*2 -12444*3 -12432*1 -12400*1 -12300*1 -12244*1 -12188*1 -12144*1 -12132*1 -12088*1 -12056*1 -12044*1 -12000*1 -11988*1 -11888*2 -11876*1 -11644*1 -11488*3 -11088*2 -10832*1 -10700*3 -10600*3 7172*2
156,1,-22028*2 -19052*1 -18408*2 -17908*1 -17544*1 -17540*1 -17432*1 -17408*1 -16932*1 -15832*2 -15776*1 -15632*2 -15600*1 -15588*1 -15276*1 -15032*1 -14876*1 -14844*1 -14632*1 -14532*1 -14432*2 -14420*1 -14400*1 -14376*1 -14344*1 -14120*1 -13732*1 -13532*1 -13288*1 -13188*1 -13032*1 -12988*2 -12600*1 -12532*1 -12500*1 -12444*3 -12432*1 -12400*1 -12300*1 -12244*1 -12176*1 -12100*1 -12088*1 -12056*1 -12044*1 -12000*1 -11988*1 -11888*2 -11876*1 -11856*1 -11644*1 -11488*2 -11088*3 -10988*1 -10744*1 -10700*3 -10600*3 7172*2
157,1,-22028*2 -19052*1 -18408*2 -17544*1 -17540*1 -17408*1 -17376*1 -16932*2 -15832*2 -15720*1 -15632*2 -15600*1 -15588*1 -15276*1 -14876*1 -14844*1 -14532*2 -14432*2 -14420*1 -14388*1 -14376*1 -14220*1 -13732*1 -13488*1 -13400*1 -13288*1 -13188*1 -13132*1 -12988*1 -12888*1 -12532*1 -12500*1 -12456*1 -12444*2 -12432*1 -12400*1 -12300*1 -12220*1 -12176*1 -12100*1 -12088*1 -12056*1 -12044*2 -12000*1 -11988*1 -11888*2 -11876*1 -11856*1 -11644*2 -11488*2 -11088*3 -10700*3 -10600*4 -10488*1 7172*2
158,1,-22028*2 -19052*1 -18408*2 -17544*1 -17540*1 -17408*1 -17376*1 -16932*1 -16664*1 -15832*2 -15720*1 -15632*2 -15276*1 -14876*1 -14576*1 -14532*2 -14388*2 -14376*1 -14264*1 -14220*1 -14132*1 -13888*1 -13864*1 -13732*1 -13400*1 -13288*1 -13064*1 -12776*1 -12744*1 -12644*1 -12532*1 -12500*1 -12456*1 -12444*2 -12432*1 -12400*1 -12300*1 -12220*1 -12176*1 -12100*2 -12056*1 -12044*1 -12000*2 -11988*1 -11888*2 -11876*1 -11856*1 -11644*2 -11488*2 -11088*3 -10700*2 -10600*5 -10488*2 7172*2
159,1,-22028*2 -18620*1 -18408*2 -17544*1 -17412*1 -17340*1 -17044*1 -16664*1 -16396*1 -15832*2 -15720*1 -15632*2 -15276*1 -14744*1 -14576*1 -14532*2 -14388*2 -14376*1 -14264*1 -14220*1 -13888*2 -13864*1 -13332*1 -13288*1 -13064*1 -12744*1 -12644*1 -12632*1 -12620*1 -12500*1 -12444*2 -12400*1 -12300*1 -12288*1 -12220*1 -12176*1 -12056*1 -12044*2 -12000*2 -11988*2 -11944*1 -11888*1 -11876*1 -11644*3 -11488*3 -11456*1 -11088*3 -10700*2 -10600*5 -10488*2 7172*2
160,1,-22028*2 -18620*1 -18408*1 -17832*1 -17544*1 -17412*1 -17340*1 -16664*1 -16552*1 -15976*1 -15832*1 -15720*1 -15632*2 -15576*1 -15276*1 -14532*3 -14464*1 -14388*2 -14376*1 -14264*1 -14188*1 -13888*2 -13864*1 -13288*1 -13064*1 -12644*2 -12632*1 -12620*1 -12444*2 -12344*1 -12300*1 -12288*1 -12244*1 -12176*1 -12044*2 -12000*2 -11988*2 -11944*1 -11876*1 -11788*1 -11656*1 -11644*2 -11576*1 -11544*1 -11488*4 -11088*3 -10856*1 -10700*2 -10600*4 -10488*2 -10444*1 7172*2
161,1,-22028*2 -18620*1 -18408*1 -17832*1 -17420*1 -17340*1 -16952*1 -16552*1 -16032*1 -15976*1 -15720*1 -15632*2 -15576*1 -15276*1 -14532*3 -14464*1 -14388*2 -14376*1 -14264*1 -14188*1 -14132*1 -13888*1 -13864*1 -13288*1 -13064*1 -12644*3 -12632*1 -12620*1 -12444*2 -12344*1 -12300*1 -12244*1 -12176*1 -12144*1 -12044*2 -12000*2 -11944*1 -11876*1 -11856*1 -11656*1 -11644*2 -11576*1 -11488*4 -11444*1 -11388*1 -11288*1 -11088*3 -10700*2 -10600*4 -10488*1 -10444*2 -10344*1 7172*2
162,1,-22028*2 -18620*1 -18408*1 -17420*1 -17340*1 -17052*1 -16952*1 -16220*1 -15976*1 -15720*1 -15632*2 -15464*1 -15276*1 -14820*1 -14532*3 -14464*1 -14388*2 -14264*1 -14188*1 -13888*1 -13864*1 -13788*1 -13776*1 -12844*1 -12776*1 -12644*2 -12632*1 -12620*1 -12444*3 -12344*1 -12176*1 -12144*1 -12044*3 -12000*2 -11876*1 -11856*1 -11700*1 -11644*2 -11576*1 -11488*4 -11444*1 -11288*2 -11088*3 -10744*1 -10600*4 -10488*1 -10444*2 -10344*3 -10144*1 7172*2
163,1,-22028*2 -18408*1 -18064*1 -17396*1 -17052*2 -16952*1 -16220*1 -15976*1 -15720*1 -15632*1 -15464*1 -15276*1 -14820*1 -14564*1 -14532*3 -14388*1 -14264*1 -14232*1 -14188*1 -14088*1 -13888*1 -13864*1 -13788*1 -13776*1 -12844*1 -12776*1 -12644*2 -12488*1 -12444*2 -12244*1 -12176*1 -12144*1 -12044*2 -11976*1 -11876*2 -11700*1 -11644*2 -11588*1 -11576*1 -11532*1 -11488*4 -11444*1 -11344*1 -11288*2 -11256*1 -11088*3 -10600*4 -10488*2 -10444*2 -10344*3 -10144*1 7172*2
164,1,-22028*2 -18408*1 -17664*1 -17396*1 -17052*2 -16952*1 -15976*1 -15720*1 -15632*1 -15464*1 -15364*1 -15276*1 -14820*1 -14532*3 -14388*1 -14320*1 -14232*1 -14188*1 -14088*1 -13888*1 -13788*2 -13776*1 -13332*1 -12776*1 -12644*1 -12444*1 -12244*1 -12088*1 -12044*3 -11976*1 -11876*1 -11800*2 -11700*1 -11688*1 -11644*2 -11588*1 -11576*1 -11532*2 -11488*5 -11444*1 -11300*1 -11288*2 -11256*1 -11088*3 -10600*3 -10488*2 -10444*2 -10400*1 -10344*3 -10044*1 7172*2
165,1,-22028*2 -18408*1 -17552*1 -17396*1 -17052*2 -16952*1 -15976*1 -15632*1 -15464*1 -15364*1 -15276*1 -14820*1 -14776*1 -14532*3 -14388*1 -14320*1 -14188*2 -14088*1 -13888*1 -13788*2 -13776*1 -13332*1 -12776*1 -12344*1 -12044*1 -11988*1 -11976*1 -11944*2 -11800*2 -11788*2 -11700*1 -11644*2 -11588*1 -11576*1 -11532*2 -11488*4 -11444*1 -11400*2 -11300*2 -11288*1 -11256*1 -11088*2 -10788*1 -10600*3 -10488*2 -10444*1 -10400*1 -10344*4 -10100*1 -10044*1 7172*2
166,1,-22028*2 -18408*1 -16952*2 -16808*1 -16596*1 -16408*1 -15976*1 -15632*1 -15464*1 -15364*1 -15276*1 -14532*3 -14432*1 -14388*2 -14320*1 -14188*2 -14088*1 -13788*1 -13732*1 -13456*1 -13332*1 -13244*1 -12776*1 -12044*2 -11944*3 -11800*2 -11788*2 -11700*1 -11644*3 -11588*1 -11576*1 -11532*2 -11488*4 -11444*1 -11400*2 -11300*2 -11288*1 -11256*1 -11088*1 -10600*2 -10488*2 -10400*2 -10344*4 -10244*1 -10100*1 -10044*2 -9700*1 7172*2
167,1,-22028*2 -18408*1 -16952*1 -16808*2 -16408*2 -15976*1 -15632*1 -15364*1 -14532*3 -14520*1 -14432*1 -14388*2 -14344*1 -14320*1 -14188*2 -14088*1 -13732*1 -13456*1 -13332*1 -13032*1 -12688*1 -12244*1 -12044*1 -11944*3 -11800*1 -11788*2 -11700*1 -11644*3 -11576*1 -11532*2 -11488*5 -11444*1 -11400*2 -11388*2 -11288*1 -11256*1 -11088*1 -11076*1 -10700*1 -10600*1 -10500*1 -10488*1 -10400*2 -10344*4 -10244*2 -10100*1 -10044*2 -9700*1 7172*2
168,1,-22028*2 -18408*1 -16952*1 -16808*2 -16408*2 -15976*1 -15632*1 -15364*1 -14532*2 -14520*1 -14444*1 -14432*1 -14388*2 -14244*1 -14188*2 -14088*1 -13964*1 -13732*1 -13056*1 -13032*1 -12932*1 -12244*1 -12088*1 -11944*2 -11932*1 -11856*1 -11800*1 -11788*2 -11644*3 -11576*1 -11532*2 -11488*5 -11444*1 -11400*2 -11388*2 -11256*1 -11144*1 -10988*1 -10944*1 -10600*1 -10500*1 -10488*1 -10400*1 -10344*3 -10244*2 -10144*2 -10100*2 -10044*2 -10000*1 -9700*1 7172*2
169,1,-22028*2 -18408*1 -16808*3 -16408*2 -15776*1 -15132*1 -14964*1 -14532*2 -14520*1 -14444*1 -14432*1 -14388*2 -14244*1 -14188*2 -13964*1 -13732*1 -13344*1 -13056*1 -13032*1 -12932*1 -12056*1 -11944*2 -11932*2 -11856*1 -11788*2 -11644*3 -11600*1 -11576*1 -11532*2 -11488*5 -11388*2 -11288*1 -11044*1 -10988*1 -10744*1 -10600*2 -10500*1 -10400*2 -10344*2 -10300*1 -10244*3 -10144*2 -10100*1 -10044*2 -10000*1 -9744*1 -9700*1 -9600*1 7172*2
170,1,-22028*2 -18408*1 -16808*3 -16408*2 -15776*1 -14964*1 -14532*1 -14520*1 -14488*1 -14444*1 -14432*1 -14388*2 -14244*1 -14188*2 -14144*1 -13964*1 -13732*1 -13344*1 -13056*1 -13032*1 -12932*1 -12056*1 -11944*1 -11932*2 -11856*1 -11788*2 -11644*4 -11600*1 -11576*1 -11532*1 -11488*3 -11388*2 -11288*1 -11256*1 -11244*1 -11044*1 -10988*1 -10900*1 -10600*2 -10300*2 -10244*2 -10144*3 -10100*2 -10056*1 -10044*1 -10000*3 -9744*2 -9700*1 -9600*2 7172*2
171,1,-22028*2 -18408*1 -16808*2 -16408*3 -14964*1 -14576*1 -14532*1 -14520*1 -14488*1 -14432*1 -14388*2 -14276*1 -14244*1 -14188*2 -13732*1 -13488*1 -13188*1 -13056*1 -13032*1 -12932*1 -12632*1 -11944*1 -11932*1 -11856*1 -11844*1 -11644*4 -11600*1 -11532*1 -11488*3 -11388*2 -11376*1 -11288*1 -11244*1 -11200*1 -11044*1 -10988*1 -10944*1 -10900*1 -10888*1 -10600*2 -10488*1 -10300*1 -10244*2 -10144*3 -10100*2 -10056*1 -10044*2 -10000*3 -9744*2 -9700*1 -9600*2 7172*2
172,1,-22028*2 -18408*1 -16808*1 -16408*4 -14964*1 -14532*1 -14520*2 -14488*1 -14432*1 -14388*1 -14276*1 -14244*1 -14188*2 -14012*1 -13632*1 -13488*1 -13188*1 -13056*1 -12932*1 -12632*1 -12588*1 -11900*1 -11856*1 -11756*1 -11644*4 -11600*1 -11576*1 -11488*3 -11388*2 -11376*1 -11244*2 -11200*1 -11044*1 -10988*1 -10944*1 -10600*2 -10544*2 -10488*1 -10344*1 -10300*1 -10244*1 -10144*3 -10100*2 -10056*1 -10044*2 -10000*3 -9744*1 -9700*1 -9656*1 -9600*3 7172*3
173,1,-22028*2 -18408*1 -16408*5 -14532*1 -14520*2 -14432*1 -14388*2 -14288*1 -14276*1 -14244*1 -14132*1 -14012*1 -13632*1 -13588*1 -13444*1 -13168*1 -12844*1 -12632*1 -12588*1 -12332*1 -11900*1 -11856*1 -11756*1 -11644*4 -11576*1 -11488*2 -11444*1 -11388*2 -11376*1 -11244*2 -11200*1 -11044*1 -10988*1 -10944*2 -10600*2 -10544*1 -10344*2 -10300*1 -10244*1 -10144*2 -10100*2 -10056*1 -10044*1 -10000*3 -9944*1 -9900*1 -9744*2 -9700*1 -9600*3 -9400*1 7172*3
174,1,-22028*2 -18408*1 -16408*5 -14520*2 -14476*1 -14388*2 -14376*1 -14276*1 -14044*1 -14012*1 -13832*1 -13688*1 -13632*1 -13444*1 -13388*1 -13168*1 -12644*1 -12632*1 -12588*1 -12332*1 -11644*3 -11488*3 -11444*1 -11388*2 -11376*1 -11344*1 -11244*3 -11088*1 -11044*1 -10988*1 -10944*2 -10800*1 -10600*2 -10344*2 -10300*1 -10244*2 -10144*2 -10100*3 -10044*1 -10000*3 -9988*1 -9900*1 -9756*1 -9744*2 -9700*1 -9600*3 -9400*1 7172*3
175,1,-22028*2 -18408*1 -16408*5 -14520*1 -14476*1 -14388*2 -14376*1 -14276*1 -14044*1 -14012*1 -13832*1 -13732*1 -13688*1 -13388*1 -13288*1 -13200*1 -13168*1 -12588*1 -12332*2 -12188*1 -11644*2 -11488*3 -11444*1 -11388*2 -11376*1 -11344*1 -11244*3 -11088*1 -11044*1 -11000*1 -10988*1 -10944*2 -10800*1 -10600*1 -10344*2 -10144*1 -10100*4 -10044*2 -10000*2 -9988*1 -9900*1 -9800*1 -9756*1 -9744*2 -9644*1 -9600*4 -9400*2 -9256*1 7172*3
176,1,-22028*2 -18408*1 -16408*5 -14476*1 -14388*2 -14376*2 -14276*1 -14044*1 -14012*1 -13732*1 -13688*1 -13388*1 -13288*1 -13168*1 -13132*1 -13044*1 -12588*1 -12332*1 -12188*1 -11644*1 -11588*1 -11444*3 -11388*2 -11244*4 -11144*1 -11088*1 -11044*2 -10988*1 -10944*2 -10700*1 -10656*1 -10344*2 -10132*1 -10100*5 -10044*2 -10000*2 -9900*2 -9800*1 -9644*1 -9600*4 -9400*3 -9356*1 -9256*3 7172*3
177,1,-22028*2 -18408*1 -16408*5 -14388*1 -14376*1 -14276*1 -14044*1 -14032*1 -13732*2 -13688*1 -13632*1 -13388*1 -13288*1 -13176*1 -13168*1 -13132*1 -13044*1 -12588*1 -12332*1 -12100*1 -11588*1 -11488*1 -11444*3 -11388*2 -11244*4 -11144*1 -11088*1 -11044*2 -10944*2 -10656*1 -10600*1 -10344*1 -10100*6 -10000*2 -9900*1 -9800*2 -9744*1 -9600*4 -9500*1 -9400*5 -9356*1 -9256*4 7172*3
178,1,-22028*2 -18408*1 -16408*5 -14388*1 -14376*1 -14276*1 -13732*2 -13688*1 -13632*1 -13332*1 -13288*2 -13176*1 -13168*1 -13132*1 -13068*1 -13044*1 -12100*1 -11888*1 -11600*1 -11444*3 -11388*3 -11244*3 -11088*2 -11044*2 -10944*3 -10656*1 -10600*1 -10144*1 -10100*4 -10000*1 -9900*2 -9800*3 -9744*1 -9600*4 -9500*1 -9400*6 -9356*1 -9256*5 7172*3
179,1,-22028*2 -18408*1 -16408*5 -14388*1 -13864*1 -13688*1 -13644*1 -13632*1 -13500*1 -13332*1 -13188*1 -13176*1 -13168*1 -13132*1 -13044*3 -13032*1 -12100*1 -11644*1 -11444*3 -11388*3 -11244*3 -11088*2 -11044*3 -10944*3 -10656*1 -10600*1 -10100*4 -9900*3 -9800*3 -9756*1 -9600*3 -9500*1 -9400*7 -9356*1 -9256*6 7172*3
180,1,-22028*2 -18408*1 -16408*5 -14388*1 -13864*1 -13688*1 -13432*1 -13332*1 -13276*1 -13200*1 -13176*1 -13132*1 -13044*2 -13032*3 -12944*1 -11744*1 -11544*1 -11444*3 -11388*2 -11288*1 -11244*3 -11088*2 -11044*3 -10944*3 -10256*1 -10100*3 -10056*1 -9900*3 -9756*1 -9644*1 -9600*4 -9500*2 -9400*8 -9356*1 -9256*6 7172*3
181,1,-22028*2 -18408*1 -16408*5 -13864*1 -13544*1 -13432*1 -13388*1 -13332*1 -13276*1 -13200*1 -13132*2 -13044*2 -13032*2 -12944*1 -12476*1 -11544*1 -11444*1 -11388*1 -11344*1 -11288*1 -11244*3 -11188*1 -11088*2 -11044*3 -10944*4 -10844*1 -10256*1 -10100*3 -9900*2 -9756*1 -9644*1 -9600*3 -9500*2 -9400*9 -9356*1 -9256*8 7172*3
182,1,-22028*2 -18408*1 -16408*5 -13532*1 -13400*1 -13332*1 -13276*1 -13132*2 -13032*3 -12976*1 -12888*1 -12788*1 -12476*1 -12432*1 -12188*1 -11444*1 -11388*1 -11344*1 -11288*1 -11244*4 -11188*1 -11088*1 -11044*3 -10944*4 -10844*1 -10256*1 -10100*1 -9944*1 -9900*2 -9744*1 -9644*2 -9600*4 -9500*2 -9400*9 -9356*1 -9256*8 7172*3
183,1,-22028*2 -18408*1 -16408*5 -13532*1 -13400*1 -13332*1 -13276*1 -13132*2 -13032*3 -12976*1 -12788*1 -12476*1 -12288*1 -12232*1 -11388*1 -11344*1 -11244*4 -11088*2 -11044*3 -10944*6 -10844*1 -10144*1 -9900*1 -9800*1 -9744*1 -9656*1 -9644*3 -9600*3 -9500*3 -9400*10 -9356*1 -9256*8 7172*3
184,1,-22028*2 -18408*1 -16408*5 -13400*1 -13332*1 -13132*2 -13032*3 -12988*1 -12676*1 -12632*1 -12288*1 -12232*2 -11988*1 -11244*1 -11144*2 -11088*2 -11044*1 -10944*8 -10844*3 -10444*1 -9744*1 -9656*1 -9644*3 -9600*4 -9500*3 -9400*9 -9356*2 -9256*10 7172*3
185,1,-22028*2 -18408*1 -16408*5 -13388*1 -13332*1 -13132*2 -13032*3 -12632*1 -12544*1 -12388*1 -12288*1 -12232*1 -11732*1 -11244*1 -11144*2 -11088*2 -11044*1 -10944*9 -10844*3 -10444*1 -9644*3 -9600*3 -9500*1 -9400*10 -9356*5 -9256*11 7172*3
186,1,-22028*2 -18408*1 -16408*5 -13332*1 -13132*2 -13032*2 -12632*1 -12576*1 -12388*1 -12288*1 -12244*1 -12232*1 -12032*1 -11088*1 -11044*1 -10944*11 -10844*4 -10544*1 -10444*2 -9644*2 -9600*2 -9500*2 -9400*11 -9356*4 -9256*12 7172*3
187,1,-22028*2 -18408*1 -16408*5 -13132*1 -13032*1 -12776*2 -12632*1 -12576*1 -12488*1 -12388*1 -12244*1 -12032*2 -11988*1 -10944*12 -10844*1 -10544*2 -10444*4 -9644*2 -9600*2 -9400*12 -9356*5 -9256*13 7172*3
188,1,-22028*2 -18408*1 -16408*5 -12632*1 -12576*1 -12488*1 -12388*1 -12244*1 -12176*1 -12032*3 -11988*2 -11888*1 -10944*11 -10544*2 -10444*6 -9644*1 -9600*2 -9400*11 -9356*5 -9256*15 7172*3
189,1,-22028*3 -18408*1 -16408*5 -12632*1 -12576*1 -12488*1 -12388*1 -12244*1 -12032*4 -11988*2 -11644*1 -10944*10 -10544*1 -10444*7 -9400*12 -9356*6 -9256*17 7172*3
190,1,-22028*3 -18408*1 -16408*5 -12044*1 -12032*5 -11988*2 -11888*1 -11644*1 -11544*1 -11144*1 -10944*7 -10544*3 -10444*8 -9400*12 -9356*6 -9256*17 7172*3
191,1,-22028*3 -18408*1 -16408*5 -12032*4 -11788*2 -11644*2 -11544*2 -10944*7 -10544*2 -10444*9 -10344*1 -9500*1 -9400*11 -9356*7 -9256*17 7172*3
192,1,-22028*3 -18408*1 -16408*5 -12032*1 -11788*2 -11644*3 -11544*3 -11244*1 -10944*6 -10544*1 -10444*8 -10344*1 -10044*1 -9400*9 -9356*8 -9256*21 7172*3
