generation,count,mean,std,min,25%,50%,75%,max
76,2000,3257.1205,46.6120,3176,3223.0,3249.0,3283.0,3472
77,2000,3258.1835,46.4959,3176,3224.75,3250.0,3285.0,3472
78,2000,3259.4235,46.0424,3176,3226.0,3251.0,3285.0,3472
79,2000,3260.3605,45.9650,3181,3226.0,3253.0,3286.25,3472
80,2000,3261.3345,45.5486,3186,3228.0,3254.0,3287.0,3472
81,2000,3262.3965,45.4186,3186,3230.0,3255.0,3289.0,3472
82,2000,3263.3830,45.6716,3186,3230.0,3257.0,3290.0,3472
83,2000,3264.4310,45.5607,3186,3232.0,3258.0,3292.0,3472
84,2000,3265.3335,45.3289,3186,3232.0,3258.0,3292.0,3472
85,2000,3266.1880,45.3077,3188,3233.0,3259.0,3293.0,3472
86,2000,3267.1040,45.2776,3188,3234.0,3260.0,3294.0,3472
87,2000,3267.9785,45.2971,3188,3234.0,3261.0,3295.0,3472
88,2000,3268.8425,45.4321,3188,3235.0,3261.0,3296.0,3472
89,2000,3269.9930,45.1491,3199,3236.0,3263.0,3297.0,3472
90,2000,3270.8875,45.0138,3199,3237.0,3264.0,3297.0,3472
91,2000,3271.7415,44.7027,3199,3238.0,3264.0,3297.0,3472
92,2000,3272.6925,44.6739,3201,3238.0,3265.0,3298.0,3472
93,2000,3273.5335,44.5996,3201,3239.0,3265.0,3299.0,3472
94,2000,3274.4320,44.1319,3203,3240.0,3267.0,3300.0,3472
95,2000,3275.1750,44.1254,3203,3241.0,3267.0,3301.0,3472
96,2000,3275.9970,44.0951,3203,3241.0,3268.0,3302.0,3472
97,2000,3276.8455,43.9257,3203,3242.0,3268.0,3302.0,3472
98,2000,3277.3780,43.8590,3210,3243.0,3268.5,3303.0,3472
99,2000,3278.0610,44.0625,3210,3243.0,3269.0,3303.0,3472
100,2000,3278.8220,44.0209,3210,3244.0,3270.0,3304.0,3472
101,2000,3279.6300,43.9832,3213,3245.0,3271.0,3305.0,3472
102,2000,3280.3030,44.0386,3213,3246.0,3272.0,3305.0,3472
103,2000,3281.0275,43.9579,3213,3247.75,3272.0,3306.0,3472
104,2000,3281.8860,43.9905,3214,3248.0,3273.0,3306.0,3472
105,2000,3282.7225,44.0807,3214,3249.0,3274.0,3307.0,3472
106,2000,3283.6280,44.0969,3214,3249.0,3275.0,3308.0,3472
107,2000,3284.4180,44.1155,3214,3250.0,3275.0,3309.0,3472
108,2000,3285.0390,44.0990,3219,3250.75,3276.0,3309.0,3483
109,2000,3285.9505,44.1885,3219,3251.0,3276.0,3311.0,3483
110,2000,3287.1095,44.1139,3219,3254.0,3278.0,3312.0,3483
111,2000,3288.0360,44.2069,3219,3254.0,3280.0,3312.0,3483
112,2000,3289.1640,44.3582,3219,3255.0,3280.5,3313.25,3483
113,2000,3290.1415,44.4267,3219,3256.0,3281.0,3316.0,3483
114,2000,3290.9850,44.4871,3219,3256.0,3282.0,3317.0,3483
115,2000,3291.9800,44.7804,3225,3257.0,3283.0,3318.0,3483
116,2000,3292.7075,44.5959,3226,3258.75,3283.0,3320.0,3483
117,2000,3293.6650,45.0478,3226,3260.0,3284.0,3320.0,3518
118,2000,3294.5060,44.9259,3226,3261.0,3285.0,3322.0,3518
119,2000,3295.3730,44.8480,3226,3261.0,3285.0,3322.0,3518
120,2000,3296.3400,44.8288,3230,3262.0,3287.0,3323.0,3518
121,2000,3297.1690,44.6735,3230,3263.0,3288.0,3325.0,3518
122,2000,3297.9200,44.6918,3230,3264.0,3288.0,3325.25,3518
123,2000,3298.7610,44.6414,3230,3264.0,3290.0,3326.0,3518
124,2000,3299.5360,44.4949,3232,3265.0,3291.0,3327.0,3518
125,2000,3300.2480,44.4305,3232,3266.75,3292.0,3327.0,3518
126,2000,3301.0890,44.4568,3232,3267.0,3292.5,3327.0,3518
127,2000,3302.1105,44.4320,3232,3268.0,3294.0,3328.25,3518
128,2000,3302.7330,44.4511,3232,3268.0,3294.0,3329.25,3518
